CATE_dml,CATE_t_learner,log_capacity,years_since_announce,region_eu,region_na,region_asia,post_cbam_proposal,sponsor_corporate
-0.11287135417589636,0.2915476829861979,3.2188758248682006,16.0,1,0,0,0,0
0.013326004881280211,0.023364498182638242,9.458293602198967,5.0,1,0,0,1,0
-0.04631512645813685,0.040370790397285646,8.35983738064003,5.0,1,0,0,1,0
0.09399222993724635,0.07785473014781183,12.367345048436391,5.0,1,0,0,1,0
0.06105169983619524,0.12183785355376808,5.707110264748875,5.0,1,0,0,1,0
0.2309994595219574,0.1491612519892368,6.688354713946762,10.0,1,0,0,0,0
0.03470868844760726,0.17502034096500274,4.2626798770413155,10.0,1,0,0,0,0
0.057493727201751894,0.12234527283727095,5.680172609017068,5.0,1,0,0,1,0
0.14922935246557562,0.07421868169386607,7.313886831633462,5.0,1,0,0,1,0
0.1752928975806204,0.06803124473362913,7.496097345175956,6.0,1,0,0,0,0
0.090601934760419,0.0630188182300741,5.7745515455444085,5.0,1,0,0,1,0
0.2443033907770156,0.07539520616703517,6.933423025730715,7.0,1,0,0,0,0
0.20811652285510332,0.14014902011611097,6.870053411798126,9.0,1,0,0,0,0
0.08416374238916137,0.28476546518370865,0.0,15.0,1,0,0,0,0
0.08424985341434936,0.29125728221050295,2.833213344056216,14.0,1,0,0,0,0
-0.010806120300587549,0.26682946743114333,6.870053411798126,16.0,1,0,0,0,0
0.015826747329198237,0.2641044398032297,6.918695219020472,22.0,1,0,0,0,0
0.00033285629946812074,0.2696438775285435,7.247080584585756,22.0,1,0,0,0,0
0.0021319508094521677,0.2501435455111133,2.302585092994046,17.0,0,0,1,0,0
0.0011341383395632198,0.004527211858158483,4.219507705176107,4.0,0,0,1,1,0
0.00709026396793276,0.030269467340463707,2.833213344056216,5.0,0,0,1,1,0
0.0010953705534759702,0.005151960003030465,4.330733340286331,4.0,0,0,1,1,0
0.039485059271417516,0.018960650110420512,6.661854740545311,5.0,0,0,1,1,0
0.0009664589064251717,0.003813034368980996,3.970291913552122,4.0,0,0,1,1,0
0.008848674008172724,0.008427397512717196,5.393627546352362,4.0,0,0,1,1,0
-0.001593969737798807,-0.022328038371668475,0.0,5.0,0,0,1,1,0
-0.005373414647364269,0.00275026695482864,2.0794415416798357,4.0,0,0,1,1,0
0.002795800236746341,0.02827594671762556,1.6094379124341003,5.0,0,0,1,1,0
0.0199784586506323,0.002719907433804694,7.359467638255621,5.0,0,0,1,1,0
-0.001593969737798807,-0.022328038371668475,0.0,5.0,0,0,1,1,0
0.04916745822734996,0.19897769553831357,0.0,17.0,0,0,1,0,0
1.1109964348250971e-05,-0.040911856377114614,0.0,4.0,0,0,1,1,0
0.01653609724650885,-0.027857316293917453,5.902633333401366,6.0,0,0,1,0,0
-0.023809722486424052,-0.0038591733382529313,9.210440366976517,5.0,0,0,1,1,0
-0.044708858028473804,0.26205792422655766,6.6293632534374485,24.0,0,0,1,0,0
0.012506474065343855,0.030818897033129365,3.6375861597263857,5.0,0,0,1,1,0
0.027324472181396015,0.23181908316083782,5.860786223465865,14.0,0,0,1,0,0
1.1109964348250971e-05,-0.040911856377114614,0.0,4.0,0,0,1,1,0
0.03490235716110505,0.028134021967076633,6.580639137284949,5.0,0,0,1,1,0
0.045109250465209985,0.19740373520856763,0.0,16.0,0,0,1,0,0
-0.007112407346724532,-0.0008250365922347347,7.696667081526462,4.0,0,0,1,1,0
1.1109964348250971e-05,-0.040911856377114614,0.0,4.0,0,0,1,1,0
0.01456856073937542,0.013135342850381607,6.432940092739179,4.0,0,0,1,1,0
-0.014966562982598743,0.16017296751360965,5.198497031265826,8.0,0,0,0,0,0
-0.0005655179602139506,0.08913352417207457,2.1972245773362196,10.0,0,0,1,0,0
-0.015700868158794422,0.09894330710319502,3.1780538303479458,9.0,0,0,1,0,0
-0.02553678173801763,0.2370905481752126,9.31578088443418,14.0,0,0,1,0,0
-0.012854384999138702,0.08251238087052215,0.6931471805599453,9.0,0,0,1,0,0
0.043392302501063004,0.24998215468308163,1.3862943611198906,25.0,0,0,1,0,0
0.037594922169872216,0.24966372062530934,1.791759469228055,25.0,0,0,1,0,0
-0.010570010734541148,0.08330497046207419,1.6094379124341003,9.0,0,0,1,0,0
0.09831885955806721,0.06679705408490573,12.154784614286667,5.0,0,0,0,1,0
-0.012854384999138702,0.08251238087052215,0.6931471805599453,9.0,0,0,1,0,0
0.00012344632072499011,0.09059542706035484,0.6931471805599453,10.0,0,0,1,0,0
0.07644282414325601,0.33666385301054175,12.946701992345982,5.0,0,0,1,1,0
0.07062725129645951,0.2505476454099744,0.6931471805599453,12.0,0,0,1,0,0
0.07929827825244289,0.05642258016828138,12.611541086966115,7.0,0,0,0,0,0
0.03458569578489422,0.07956179659075775,6.803505257608338,8.0,0,0,1,0,0
0.014565482774005756,0.1575882319272458,3.367295829986474,11.0,0,0,1,0,0
-0.07007487867113643,0.2477569904434041,3.871201010907891,19.0,0,0,1,0,0
0.040152553556859316,0.233312895526566,1.6094379124341003,19.0,0,0,1,0,0
-0.04253396061673458,0.24569918232575783,2.995732273553991,19.0,0,0,1,0,0
-0.002851219325255864,-0.0004602547452547453,10.596659732783579,4.0,0,0,1,1,0
-0.0025557512085166907,-0.0011486686954256611,10.819798284210286,4.0,0,0,1,1,0
-0.002471840108503599,0.0035987486546952816,3.258096538021482,4.0,0,0,1,1,0
0.014168342670229773,0.03314005884476932,0.0,4.0,0,0,0,1,0
-0.002975233753155395,-1.2273319051413038e-06,7.804251383528112,5.0,0,0,1,1,0
1.1109964348250971e-05,-0.040911856377114614,0.0,4.0,0,0,1,1,0
0.025267739989172564,-0.009391704525796692,5.805134968916488,4.0,0,0,1,1,0
0.025541996821949565,-0.018806793091602825,11.51293546492023,5.0,0,0,1,1,0
-0.001593969737798807,-0.022328038371668475,0.0,5.0,0,0,1,1,0
0.009151622072322573,0.002633562047165189,7.509883061154913,5.0,0,0,1,1,0
